0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68
clematis ochroleuca,ga,md,ny,nc,sc,va,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brandegea,az,ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
thelypteris hispidula var. hispidula,pr,vi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
paronychia fastigiata var. fastigiata,al,ar,ct,de,dc,ga,il,in,ia,ks,ky,la,md,ma,mi,mn,ms,mo,nj,ny,nc,oh,ok,pa,ri,sc,tn,tx,va,wv,wi,on,qc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
myrsine lanaiensis,hi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lupinus concinnus ssp. optatus,ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cyanea horrida,hi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
verbena simplex,al,ar,ct,de,dc,fl,ga,il,in,ia,ks,ky,md,ma,mi,mn,ms,mo,ne,nh,nj,ny,nc,oh,ok,pa,sc,tn,tx,vt,va,wv,wi,on,qc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
astragalus beckwithii var. purpureus,nv,ut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
psychilis,pr,vi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xenostegia,pr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rubus bifrons,al,ar,dc,ga,ky,la,ma,ms,mo,nj,ny,nc,ok,pa,ri,sc,tn,tx,va,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
calystegia macrostegia ssp. arida,ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ludwigia,al,az,ar,ca,co,ct,de,dc,fl,ga,hi,id,il,in,ia,ks,ky,la,me,md,ma,mi,mn,ms,mo,ne,nv,nh,nj,nm,ny,nc,oh,ok,or,pa,ri,sc,tn,tx,vt,va,wa,wv,wi,pr,vi,bc,nb,ns,on,qc,,,,,,,,,,,,,,,,
brosimum alicastrum,fl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
limonium otolepis,ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sonchus tenerrimus,al,ca,ny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
douglasia montana,id,mt,wy,ab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
astragalus canadensis var. canadensis,al,ar,co,ct,dc,ga,id,il,in,ia,ks,ky,la,md,mi,mn,ms,mo,mt,ne,nj,nm,ny,nc,nd,oh,ok,pa,sc,sd,tn,tx,ut,vt,va,wa,wv,wi,wy,ab,bc,mb,nt,on,qc,sk,,,,,,,,,,,,,,,,,,,,,,
hymenophyllum macrothecum,pr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
richardia,al,ar,fl,ga,hi,in,la,md,ms,nj,nc,pa,sc,tn,tx,va,pr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
thymelaea,al,il,ia,ks,ms,ne,oh,tx,wa,wi,on,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
allium fistulosum,ak,il,vt,nt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
astragalus welshii,ut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
astragalus tricarinatus,ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jacquemontia solanifolia,pr,vi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
veronica filiformis,ca,ct,dc,id,md,mi,ny,oh,or,pa,vt,wa,wv,bc,on,qc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
salix cordata,il,in,md,ma,mi,nj,ny,pa,wi,lb,nf,on,qc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
melica subulata,ak,ca,co,id,mt,nv,or,sd,wa,wy,ab,bc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyptis escobilla,pr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
layia jonesii,ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
erigeron bellidiastrum var. arenarius,nm,tx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
viola sagittata var. ovata,al,ct,de,dc,il,ia,ky,me,md,ma,mi,ms,nh,nj,ny,nc,oh,pa,ri,tn,vt,va,wv,wi,nb,ns,on,pe,qc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
juniperus,al,ak,az,ar,ca,co,ct,de,dc,fl,ga,id,il,in,ia,ks,ky,la,me,md,ma,mi,mn,ms,mo,mt,ne,nv,nh,nj,nm,ny,nc,nd,oh,ok,or,pa,ri,sc,sd,tn,tx,ut,vt,va,wa,wv,wi,wy,ab,bc,lb,mb,nb,nf,nt,ns,nu,on,pe,qc,sk,yt,dengl,fraspm,,
carex bromoides ssp. bromoides,al,ar,ct,de,dc,fl,ga,il,in,ky,la,me,md,ma,mi,mn,ms,mo,nh,nj,ny,nc,oh,pa,ri,sc,tn,tx,vt,va,wv,wi,nb,ns,on,qc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
psychotria hexandra ssp. oahuensis var. rockii,hi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crataegus porrecta,il,pa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
agoseris retrorsa,ca,id,nv,or,ut,wa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bignonia,al,ar,fl,ga,il,in,ky,la,md,ms,mo,nc,oh,ok,sc,tn,tx,va,wv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marina diffusa,az,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prenanthes alba,ar,ct,de,dc,il,in,ia,ky,me,md,ma,mi,mn,mo,nh,nj,ny,nc,nd,oh,pa,ri,sd,vt,va,wv,wi,mb,on,qc,sk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alnus glutinosa,ct,de,dc,il,in,ia,ks,ma,mi,mn,mo,nj,ny,oh,pa,tn,vt,wi,ns,on,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
symphoricarpos,al,ak,az,ar,ca,co,ct,de,dc,fl,ga,id,il,in,ia,ks,ky,la,me,md,ma,mi,mn,ms,mo,mt,ne,nv,nh,nj,nm,ny,nc,nd,oh,ok,or,pa,ri,sc,sd,tn,tx,ut,vt,va,wa,wv,wi,wy,ab,bc,mb,nb,nf,nt,ns,on,pe,qc,sk,,,,,,,
pulicaria,ca,fl,md,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cocculus carolinus,al,ar,fl,ga,il,in,ks,ky,la,ms,mo,nc,ok,sc,tn,tx,va,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lesquerella pulchella,mt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
solanum rugosum,pr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
verbesina nana,nm,tx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dubautia linearis,hi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eriastrum,az,ca,co,id,nv,nm,or,tx,ut,wa,wy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pimpinella anisum,ma,mi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
emmenanthe penduliflora var. penduliflora,az,ca,nv,ut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eriosema crinitum,pr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
panicum fauriei var. fauriei,hi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
polemonium foliosissimum var. molle,co,nm,ut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eragrostis bahiensis,al,fl,ga,la,nj,sc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
setaria parviflora,al,az,ar,ca,ct,de,dc,fl,ga,hi,id,il,in,ia,ks,ky,la,md,ma,ms,mo,nv,nj,nm,ny,nc,oh,ok,or,pa,ri,sc,tn,tx,ut,va,wa,wv,pr,vi,,,,,,,,,,,,,,,,,,,,,,,,,,,,
odontosoria chinensis,hi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
silene nutans,me,mi,ny,oh,vt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
astragalus uncialis,nv,ut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
geranium caespitosum,az,co,nv,nm,tx,ut,wy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lomatogonium rotatum,ak,co,id,me,mt,nm,ut,wy,ab,bc,lb,mb,nb,nf,nt,nu,on,qc,sk,yt,gl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
huperzia erosa,hi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
schizaea pusilla,de,nj,ny,nb,nf,ns,fraspm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
euonymus europaeus,ct,il,ky,me,ma,mi,ms,nh,nj,ny,oh,pa,ri,tn,vt,va,wi,nb,on,qc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zigadenus elegans ssp. glaucus,il,in,ia,mi,mn,mo,ny,nc,nd,oh,pa,tn,vt,va,wv,wi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vernonia borinquensis,pr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trigonella caerulea,fl,md,ny,ab,mb,on,sk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arctostaphylos silvicola,ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
helianthus nuttallii ssp. rydbergii,co,ia,ks,mn,mt,ne,nd,sd,ab,mb,on,qc,sk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tridens buckleyanus,tx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
platanthera tipuloides,ak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chorisia,pr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
horkeliella congdonis,ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
panicum dichotomiflorum var. puritanorum,ct,de,il,in,ma,nh,nj,ny,ri,va,ns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
astragalus episcopus var. episcopus,az,nm,ut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monardella siskiyouensis,ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crataegus engelmannii,ar,ga,il,ks,ky,la,ms,mo,ny,oh,ok,tn,tx,va,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sporobolus fimbriatus,sc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jefea,nm,tx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
delphinium wootonii,az,co,nm,tx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
thuarea involuta,hi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tetramolopium humile,hi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pinguicula macroceras var. macroceras,ak,ca,id,mt,or,wa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pedicularis parryi,az,co,id,mt,nm,ut,wy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dorstenia contrajerva,fl,pr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arenaria eastwoodiae var. eastwoodiae,az,co,nm,ut,wy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urochloa oligobrachiata,fl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arctostaphylos ×cinerea,ca,or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cyperus fuscus,ca,ct,dc,md,ma,mo,ne,nv,nj,pa,sd,va,on,qc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rhamnus arguta,in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arabis lemmonii var. drepanoloba,ak,co,mt,nv,ut,wy,ab,bc,yt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pritchardia remota,hi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
loeseliastrum schottii,az,ca,nv,tx,ut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lupinus diffusus,al,fl,ga,ms,nc,sc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
palafoxia integrifolia,fl,ga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
carex vesicaria var. jejuna,ct,me,ma,mi,nh,ny,ri,vt,wi,lb,nb,nf,ns,on,pe,qc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
viola brittoniana var. brittoniana,ct,de,me,md,ma,nj,ny,nc,pa,sc,va,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pedicularis semibarbata var. semibarbata,ca,nv,or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gaudinia,ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oxalis debilis var. corymbosa,al,fl,ga,hi,la,ms,sc,tx,pr,vi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hornungia,az,ca,co,id,mt,nv,or,ut,wa,wy,bc,lb,mb,nf,qc,sk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boschniakia rossica,ak,ab,bc,nt,yt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cuscuta applanata,az,nm,tx,ut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
syncarpia glomulifera,hi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
solidago radula var. radula,al,ar,ga,il,ky,la,mo,nc,ok,sc,tx,va,ns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rosa setigera,al,ar,ct,de,dc,fl,ga,il,in,ia,ks,ky,la,md,ma,mi,ms,mo,ne,nh,nj,ny,nc,oh,ok,pa,sc,tn,tx,va,wv,wi,on,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oonopsis engelmannii,co,ks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
draba borealis,ak,co,mt,wa,wy,ab,bc,nt,yt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diellia unisora,hi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
taraxacum californicum,ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monardella crispa,ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brya ebenus,pr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hypericum concinnum,ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sedum moranense,tx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
carex radfordii,ga,nc,sc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rosa virginiana,al,ar,ct,de,dc,ga,il,me,md,ma,mo,nh,nj,ny,nc,pa,ri,tn,vt,va,nb,nf,ns,on,pe,qc,fraspm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pinus serotina,al,de,fl,ga,md,nj,nc,sc,va,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tephrosia onobrychoides,al,ar,la,ms,ok,tx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tolmiea menziesii,ak,ca,or,wa,bc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
astragalus tener var. ferrisiae,ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deschampsia holciformis,ca,or,wa,bc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
botrychium lanceolatum var. angustisegmentum,ct,ky,me,md,ma,mi,mn,mt,nh,nj,ny,nc,oh,pa,ri,tn,vt,va,wv,wi,nb,nf,ns,on,pe,qc,sk,fraspm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
campanula parryi var. parryi,az,co,id,nm,ut,wy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vesicarpa potentilloides var. potentilloides,ca,id,nv,or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
carex specifica,ca,nv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hymenoxys jamesii,az,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
borago,ak,ca,ct,dc,il,me,md,ma,mi,mn,mt,nh,nj,ny,nd,oh,or,pa,ri,tn,ut,vt,va,wa,wv,wi,ab,bc,mb,nb,nf,ns,on,pe,qc,sk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
draba kamtschatica,ak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adenophorus ×abbottiae,hi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lyonia mariana,ar,ct,de,dc,fl,ga,la,md,mo,nj,ny,nc,ok,pa,ri,sc,tx,va,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
habenaria rodeiensis,hi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
helenium brevifolium,al,fl,ga,la,ms,nc,sc,tn,va,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
panicum rigidulum var. elongatum,al,ar,ct,de,dc,ga,il,in,ky,la,md,ms,mo,nj,ny,nc,oh,pa,ri,sc,tn,tx,va,wv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
opuntia chlorotica,az,ca,nv,nm,ut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sibara,al,ar,ca,dc,fl,ga,il,in,ia,ks,ky,la,md,ms,mo,ne,nv,nm,nc,oh,ok,sc,tn,tx,va,wv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cymopterus constancei,az,co,nm,ut,wy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eupatorium mikanioides,fl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
erigeron bellidiastrum var. bellidiastrum,az,co,ks,mt,ne,nm,ok,sd,tx,ut,wy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brunellia comocladiifolia,pr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
solidago fistulosa,al,de,fl,ga,la,md,ms,nj,nc,sc,va,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
korthalsella cylindrica,hi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ludwigia curtissii,fl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
astragalus robbinsii var. alpiniformis,or,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lesquerella angustifolia,ok,tx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lycopodium digitatum,al,ar,ct,dc,ga,il,in,ia,ky,me,md,ma,mi,mn,ms,mo,nh,nj,ny,nc,oh,pa,ri,sc,tn,vt,va,wv,wi,nb,nf,ns,on,pe,qc,fraspm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
raillardella pringlei,ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
